"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180"
"1",NA,1050000,5724364.8,5724364.8,5724364.8,5724364.8,5724364.8,5724364.8,20636381.3194127,23984323.9873138,24051619.2,10823376.7470146,16236553.095041,14430285.8420193,16683156.8627579,8521212.5475734,15801857.120079,11009096.8330263,22587624.169621,18001934.1956915,21814564.248525,23339616.2696584,24051619.2,14532454.4624546,13846499.7932288,13208815.3440062,12762436.2295504,16599961.132575,14648330.6645397,13477352.3837186,24051619.2,21520590.2272855,24051619.2,22171408.3108236,17939501.8168719,14526394.1979981,13843772.6742233,13206906.3607024,12761099.9412377,16598713.9301499,14647582.3430846,13476903.3908455,24051619.2,21520495.9387821,24051619.2,22171405.0780749,17939501.3319596,14526394.0686881,13843772.6160339,13206906.3199697,12761099.9127248,16598713.9035379,14647582.3271175,13476903.3812652,24051619.2,21520495.9367703,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,17609208.4266252,11440409.2807274,11524551.9852552,11583451.8784247,11624681.8036433,23307085.5025927,23936624.7712855,24051619.2,21870322.7138771,23361919.6557992,15972372.2883787,19325950.4198595,16283924.2369104,14458708.527141,16704473.8765991,17055215.3034515,13854617.0988727,20957296.3617352,24051619.2,24051619.2,24051619.2,24051619.2,0
"2",NA,1050000,5724364.8,5724364.8,5724364.8,5724364.8,5724364.8,5724364.8,20636381.3194127,23984323.9873138,24051619.2,10823376.7470146,16236553.095041,14430285.8420193,16683156.8627579,8521212.5475734,15801857.120079,11009096.8330263,22587624.169621,18001934.1956915,21814564.248525,23339616.2696584,24051619.2,14532454.4624546,13846499.7932288,13208815.3440062,12762436.2295504,16599961.132575,14648330.6645397,13477352.3837186,24051619.2,21520590.2272855,24051619.2,22171408.3108236,17939501.8168719,14526394.1979981,13843772.6742233,13206906.3607024,12761099.9412377,16598713.9301499,14647582.3430846,13476903.3908455,24051619.2,21520495.9387821,24051619.2,22171405.0780749,17939501.3319596,14526394.0686881,13843772.6160339,13206906.3199697,12761099.9127248,16598713.9035379,14647582.3271175,13476903.3812652,24051619.2,21520495.9367703,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,13206906.3199689,12761099.9127242,16598713.9035373,14647582.3271171,13476903.381265,24051619.2,21520495.9367702,24051619.2,22171405.0780059,17939501.3319493,14526394.0686854,13843772.6160326,17609208.4266252,11440409.2807274,11524551.9852552,11583451.8784247,11624681.8036433,23307085.5025927,23936624.7712855,24051619.2,21870322.7138771,23361919.6557992,15972372.2883787,19325950.4198595,16283924.2369104,14458708.527141,16704473.8765991,17055215.3034515,13854617.0988727,20957296.3617352,24051619.2,24051619.2,24051619.2,24051619.2,0
