"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216"
"1",13440,16291623.8041357,16742572.282361,17133336.2960408,17478962.8777851,17789376.2215118,18330300.2180345,18792220.1152008,19196235.0118144,19721885.4692746,20175487.235696,20697960.2665828,21042403.7674137,21452422.620722,21902193.6221518,22370264.2467614,22839850.4144309,23298107.22278,23690115.9016348,31135260.8883082,30443199.4984241,24420680.603863,31930704.8210156,24689247.9389287,37165218.5638191,36019391.897935,35746102.0182661,39305250.5606841,40771145.1014841,53609344.2732986,46533371.3541446,48395298.6704895,44505629.6392018,47436955.4694374,48920359.8229392,49679426.1646682,50075950.054258,55298428.0131163,52918326.9337535,51744168.8414941,51172623.223755,50902028.2243869,55871759.0603322,53280898.1201393,51999598.239893,51372736.1189934,56210026.7542553,59125512.4524853,60887581.3258472,61957269.083038,62611199.9298035,63015351.1110017,63269311.6375322,63432837.5241243,69885068.6859946,67423640.3162972,72699351.2698112,69132307.4122935,73914897.4510439,69880500.6597051,67468839.0848572,72777401.335767,76501771.1567209,79116909.3629898,88866981.5486657,105561229.177431,120586052.04332,134108392.62262,132867659.881728,145169040.630814,141723379.241909,153146100.206694,148111939.05433,158902429.320398,152723627.627819,147786926.583644,158622315.605226,152511934.164128,147629404.925413,158491818.450182,152418808.777456,147565619.732251,158444573.16093,152391173.930648,147553122.934445,143687077.889324,140594241.853228,138119973.024351,136140557.96125,134557025.910768,133290200.270383,118947719.731037,108907983.353494,101880167.889215,96960697.0642189,93517067.4867219,91106526.7824739,98529800.9677478,94615440.2191921,91875387.6952031,89957350.9284108,97610460.2844972,93971901.7409167,91424910.7604103,98784508.1500969,94793735.2468364,92000194.2145541,90044715.4919565,97680351.9353338,94020825.8965023,91459157.6693202,98811905.6772248,94812913.515826,92013619.0028468,90054112.8437614,97687869.8167777,94026088.413513,91462841.4312277,98814852.6867508,94814976.4224942,92015063.0375146,90055123.6680288,97688678.4761917,94026654.4751028,91463237.6743406,98815169.6812411,94815198.3186374,92015218.3648148,90055232.397139,97688765.4594798,94026715.3634045,91463280.2961518,98815203.77869,94815222.1868517,92015235.0725648,90055244.092564,97688774.8158198,94026721.9128425,91463284.8807584,98815207.4463753,94815224.7542313,92015236.8697306,90055245.35058,97688775.8222326,94026722.6173315,91463285.3739007,98815207.8408892,94815225.030391,92015237.0630423,90055245.4858983,97688775.9304872,94026722.6931097,91463285.4269454,98815207.8833249,94815225.0600961,92015237.0838359,90055245.5004537,97688775.9421316,94026722.7012608,91463285.4326512,98815207.8878896,94815225.0632913,92015237.0860725,90055245.5020194,97688775.9433842,94026722.7021375,91463285.4332649,98815207.8883805,94815225.063635,92015237.0863131,90055245.5021878,97688775.9435189,94026722.7022318,91463285.4333309,98815207.8884334,94815225.063672,92015237.086339,90055245.5022059,97688775.9435334,94026722.702242,91463285.433338,98815207.888439,94815225.0636759,92015237.0863418,90055245.5022079,97688775.9435349,94026722.7022431,91463285.4333388,98815207.8884396,94815225.0636764,92015237.0863421,90055245.5022081,97688775.9435351,94026722.7022432,91463285.4333389,98815207.8884397,94815225.0636764,92015237.0863421,90055245.5022081,97688775.9435351,94026722.7022432,91463285.4333389,98815207.8884397,94815225.0636764,92015237.0863421,90055245.5022081,97688775.9435351,94026722.7022432,91463285.4333389,98815207.8884397,94815225.0636764,92015237.0863421,90055245.5022081,88683251.3933143,87722855.5170886,25644579.5417686
"2",13440,16291623.8041357,16742572.282361,17133336.2960408,17478962.8777851,17789376.2215118,18330300.2180345,18792220.1152008,19196235.0118144,19721885.4692746,20175487.235696,20697960.2665828,21042403.7674137,21452422.620722,21902193.6221518,22370264.2467614,22839850.4144309,23298107.22278,23690115.9016348,31135260.8883082,30443199.4984241,24420680.603863,31930704.8210156,24689247.9389287,37165218.5638191,36019391.897935,35746102.0182661,39305250.5606841,40771145.1014841,53609344.2732986,46533371.3541446,48395298.6704895,44505629.6392018,47436955.4694374,48920359.8229392,49679426.1646682,50075950.054258,55298428.0131163,52918326.9337535,51744168.8414941,51172623.223755,50902028.2243869,55871759.0603322,53280898.1201393,51999598.239893,51372736.1189934,56210026.7542553,59125512.4524853,60887581.3258472,61957269.083038,62611199.9298035,63015351.1110017,63269311.6375322,63432837.5241243,69885068.6859946,67423640.3162972,72699351.2698112,69132307.4122935,73914897.4510439,69880500.6597051,67468839.0848572,72777401.335767,76501771.1567209,79116909.3629898,88866981.5486657,105561229.177431,120586052.04332,134108392.62262,132867659.881728,145169040.630814,141723379.241909,153146100.206694,148111939.05433,158902429.320398,152723627.627819,147786926.583644,158622315.605226,152511934.164128,147629404.925413,158491818.450182,152418808.777456,147565619.732251,158444573.16093,152391173.930648,147553122.934445,143687077.889324,140594241.853228,138119973.024351,136140557.96125,134557025.910768,133290200.270383,118947719.731037,108907983.353494,101880167.889215,96960697.0642189,93517067.4867219,91106526.7824739,98529800.9677478,94615440.2191921,91875387.6952031,89957350.9284108,97610460.2844972,93971901.7409167,91424910.7604103,98784508.1500969,94793735.2468364,92000194.2145541,90044715.4919565,97680351.9353338,94020825.8965023,91459157.6693202,98811905.6772248,94812913.515826,92013619.0028468,90054112.8437614,97687869.8167777,94026088.413513,91462841.4312277,98814852.6867508,94814976.4224942,92015063.0375146,90055123.6680288,97688678.4761917,94026654.4751028,91463237.6743406,98815169.6812411,94815198.3186374,92015218.3648148,90055232.397139,97688765.4594798,94026715.3634045,91463280.2961518,98815203.77869,94815222.1868517,92015235.0725648,90055244.092564,97688774.8158198,94026721.9128425,91463284.8807584,98815207.4463753,94815224.7542313,92015236.8697306,90055245.35058,97688775.8222326,94026722.6173315,91463285.3739007,98815207.8408892,94815225.030391,92015237.0630423,90055245.4858983,97688775.9304872,94026722.6931097,91463285.4269454,98815207.8833249,94815225.0600961,92015237.0838359,90055245.5004537,97688775.9421316,94026722.7012608,91463285.4326512,98815207.8878896,94815225.0632913,92015237.0860725,90055245.5020194,97688775.9433842,94026722.7021375,91463285.4332649,98815207.8883805,94815225.063635,92015237.0863131,90055245.5021878,97688775.9435189,94026722.7022318,91463285.4333309,98815207.8884334,94815225.063672,92015237.086339,90055245.5022059,97688775.9435334,94026722.702242,91463285.433338,98815207.888439,94815225.0636759,92015237.0863418,90055245.5022079,97688775.9435349,94026722.7022431,91463285.4333388,98815207.8884396,94815225.0636764,92015237.0863421,90055245.5022081,97688775.9435351,94026722.7022432,91463285.4333389,98815207.8884397,94815225.0636764,92015237.0863421,90055245.5022081,97688775.9435351,94026722.7022432,91463285.4333389,98815207.8884397,94815225.0636764,92015237.0863421,90055245.5022081,97688775.9435351,94026722.7022432,91463285.4333389,98815207.8884397,94815225.0636764,92015237.0863421,90055245.5022081,88683251.3933143,87722855.5170886,25644579.5417686
