"","x"
"1",1
"2",0.871167815025652
"3",0.758933361936569
"4",0.667479136504869
"5",0.595200495376188
"6",0.538684950084954
"7",0.489351893663668
"8",0.448759224581317
"9",0.41577153923064
"10",0.387071249593761
"11",0.363542492438462
"12",0.342504078431124
"13",0.32390807572265
"14",0.306321729069419
"15",0.290248442592869
"16",0.275018552172296
"17",0.260587803204992
"18",0.246914263211818
"19",0.233958199990948
"20",0.222076246877649
"21",0.211659177637058
"22",0.202201958072212
"23",0.193316259634224
"24",0.184876482111389
"25",0.176805167359197
"26",0.169086229075254
"27",0.161980408100188
"28",0.155173208083232
"29",0.148751267088709
"30",0.142595102168848
"31",0.136693714013328
"32",0.131036558525217
"33",0.125725917917592
"34",0.12063050658629
"35",0.115741601734044
"36",0.111050834080511
"37",0.106550173534964
"38",0.102231915449642
"39",0.0980886674302143
"40",0.0941133366807997
"41",0.0902991178618584
"42",0.0866394814401825
"43",0.0831281625110357
"44",0.07977889215208
"45",0.0765645653741989
"46",0.0734797452409488
"47",0.0705192138724556
"48",0.0676779636195282
"49",0.0649511885933718
"50",0.0623342765365723
"51",0.0598228010216026
"52",0.0574125139636545
"53",0.0550993384351317
"54",0.0528793617696503
"55",0.0507488289438817
"56",0.0487041362260451
"57",0.0467418250803034
"58",0.0448585763167552
"59",0.0430512044771248
"60",0.0413166524466571
"61",0.0396519862830992
"62",0.038054390254027
"63",0.0365211620741184
"64",0.0350497083343197
"65",0.0336375401151726
"66",0.0322822687768825
"67",0.0309816019190063
"68",0.0297333395029266
"69",0.028535370130553
"70",0.027385667472956
"71",0.0262822868428932
"72",0.0252233619054295
"73",0.024207101521088
"74",0.0232317867161921
"75",0.0222957677752731
"76",0.0213974614506269
"77",0.0205353482842981
"78",0.0197079700379632
"79",0.018913927226364
"80",0.0181518767501214
"81",0.017420529623923
"82",0.0167186487962436
"83",0.0160450470569099
"84",0.0153985850289706
"85",0.0147781692414744
"86",0.0141827502798977
"87",0.013611321011091
"88",0.0130629148797438
"89",0.0125366042734859
"90",0.0120314989538589
"91",0.0115467445505047
"92",0.0110815211160242
"93",0.0106350417390608
"94",0.0102065512132638
"95",0.00979532475987974
"96",0.00940066680181103
"97",0.00902190978706835
"98",0.00865841305962669
"99",0.00830956177577506
"100",0.00797476586412695
"101",0.00765345902753249
"102",0.00734509778520389
"103",0.00704916055343424
"104",0.00676514676335434
"105",0.00649257601423572
"106",0.00623098726090728
"107",0.00597993803391136
"108",0.00573900369108005
"109",0.00550777669926581
"110",0.00528586594501152
"111",0.00507289607299384
"112",0.00486850685112111
"113",0.00467235256121162
"114",0.00448410141422183
"115",0.00430343498903517
"116",0.00413004769386243
"117",0.00396364624934247
"118",0.00380394919246904
"119",0.00365068640050467
"120",0.00350359863407618
"121",0.00336243709867918
"122",0.00322696302384968
"123",0.00309694725929106
"124",0.0029721698872733
"125",0.00285241985064878
"126",0.00273749459585554
"127",0.00262719973030402
"128",0.00252134869356788
"129",0.00241976244182272
"130",0.00232226914499885
"131",0.00222870389613594
"132",0.00213890843244785
"133",0.00205273086762598
"134",0.00197002543492812
"135",0.00189065224061846
"136",0.00181447702734154
"137",0.00174137094703002
"138",0.00167121034296206
"139",0.00160387654059971
"140",0.00153925564685457
"141",0.001477238357441
"142",0.0014177197719913
"143",0.00136059921661988
"144",0.00130578007363644
"145",0.00125316961812006
"146",0.00120267886107781
"147",0.00115422239892257
"148",0.00110771826901544
"149",0.00106308781102842
"150",0.00102025553389284
"151",0.000979148988108502
"152",0.00093969864319756
"153",0.000901837770095804
"154",0.000865502328282477
"155",0.000830630857457668
"156",0.000797164373584076
"157",0.0007650462691173
"158",0.000734222217255887
"159",0.000704640080049193
"160",0.000676249820207619
"161",0.00064900341646605
"162",0.000622854782357337
"163",0.000597759688258436
"164",0.000573675686577336
"165",0.000550562039954244
"166",0.000528379652355576
"167",0.000507091002944194
"168",0.000486660082614052
"169",0.000467052333081879
"170",0.000448234588432891
"171",0.00043017501902165
"172",0.000412843077633181
"173",0.000396209447813284
"174",0.000380245994280637
"175",0.000364925715336824
"176",0.000350222697193772
"177",0.000336112070141371
"178",0.000322569966481107
"179",0.000309573480154574
"180",0.00029710062799857
"181",0.00028513031256124
"182",0.000273642286416378
"183",0.000262617117915516
"184",0.000252036158319879
"185",0.00024188151025661
"186",0.000232135997445902
"187",0.000222783135647845
"188",0.000213807104779829
"189",0.000205192722157355
"190",0.000196925416812986
"191",0.000188991204849993
"192",0.000181376665789018
"193",0.00017406891986774
"194",0.000167055606255147
"195",0.000160324862143566
"196",0.000153865302683078
"197",0.000147666001724396
"198",0.000141716473337607
"199",0.000136006654075544
"200",0.00013052688595177
"201",0.00012526790010438
"202",0.00012022080111801
"203",0.000115377051977507
"204",0.000110728459627825
"205",0.000106267161115722
"206",0.000101985610289815
"207",9.78765650364893e-05
"208",9.3933075030084e-05
"209",9.01484699766275e-05
"210",8.65163483312365e-05
"211",8.30305664700962e-05
"212",7.96852282987072e-05
"213",7.64746752788201e-05
"214",7.33934768571889e-05
"215",7.04364212799548e-05
"216",6.75985067771225e-05
