"","x"
"1",1
"2",0.990587164619387
"3",0.981262930708676
"4",0.972026464276818
"5",0.962876939182981
"6",0.953813537062663
"7",0.944835447254491
"8",0.935941866727717
"9",0.927132000010385
"10",0.918405059118189
"11",0.909760263483987
"12",0.901196839887989
"13",0.892714022388595
"14",0.884311052253886
"15",0.875987177893763
"16",0.867741654792721
"17",0.859573745443257
"18",0.851482719279902
"19",0.843467852613884
"20",0.83552842856839
"21",0.827663737014454
"22",0.819873074507433
"23",0.812155744224098
"24",0.804511055900297
"25",0.796938325769224
"26",0.789436876500257
"27",0.782006037138375
"28",0.774645143044146
"29",0.76735353583428
"30",0.76013056332274
"31",0.752975579462411
"32",0.745887944287309
"33",0.738867023855349
"34",0.731912190191635
"35",0.725022821232297
"36",0.71819830076885
"37",0.711438018393077
"38",0.704741369442433
"39",0.698107754945963
"40",0.691536581570728
"41",0.685027261568731
"42",0.678579212724352
"43",0.672191858302271
"44",0.665864626995884
"45",0.659596952876198
"46",0.65338827534122
"47",0.647238039065811
"48",0.641145693952013
"49",0.635110695079854
"50",0.629132502658601
"51",0.623210581978482
"52",0.617344403362863
"53",0.611533442120865
"54",0.605777178500442
"55",0.600075097641885
"56",0.594426689531777
"57",0.588831448957371
"58",0.583288875461408
"59",0.577798473297346
"60",0.572359751385029
"61",0.566972223266753
"62",0.561635407063763
"63",0.556348825433148
"64",0.551112005525148
"65",0.54592447894086
"66",0.540785781690343
"67",0.535695454151116
"68",0.530653041027049
"69",0.525658091307639
"70",0.520710158227673
"71",0.515808799227263
"72",0.510953575912265
"73",0.506144054015067
"74",0.501379803355747
"75",0.496660397803595
"76",0.491985415239
"77",0.487354437515693
"78",0.482767050423347
"79",0.478222843650527
"80",0.473721410747996
"81",0.469262349092354
"82",0.464845259850028
"83",0.460469747941601
"84",0.456135422006474
"85",0.451841894367861
"86",0.447588780998112
"87",0.443375701484367
"88",0.439202278994531
"89",0.435068140243565
"90",0.430972915460103
"91",0.426916238353374
"92",0.422897746080444
"93",0.418917079213756
"94",0.41497388170899
"95",0.411067800873209
"96",0.407198487333319
"97",0.403365595004816
"98",0.399568781060832
"99",0.395807705901474
"100",0.392082033123446
"101",0.388391429489958
"102",0.384735564900928
"103",0.381114112363449
"104",0.377526747962543
"105",0.373973150832194
"106",0.370453003126641
"107",0.366965989991956
"108",0.363511799537878
"109",0.360090122809918
"110",0.356700653761723
"111",0.353343089227707
"112",0.350017128895929
"113",0.346722475281237
"114",0.343458833698656
"115",0.340225912237033
"116",0.337023421732927
"117",0.333851075744744
"118",0.330708590527118
"119",0.327595685005532
"120",0.324512080751176
"121",0.321457501956045
"122",0.318431675408269
"123",0.315434330467678
"124",0.312465199041592
"125",0.309524015560843
"126",0.306610516956023
"127",0.303724442633951
"128",0.300865534454369
"129",0.29803353670685
"130",0.295228196087926
"131",0.292449261678435
"132",0.289696484921074
"133",0.28696961959817
"134",0.284268421809655
"135",0.281592649951254
"136",0.278942064692873
"137",0.27631642895719
"138",0.273715507898457
"139",0.271139068881488
"140",0.268586881460854
"141",0.266058717360271
"142",0.263554350452182
"143",0.261073556737531
"144",0.258616114325729
"145",0.256181803414807
"146",0.253770406271755
"147",0.251381707213048
"148",0.249015492585354
"149",0.246671550746426
"150",0.244349672046169
"151",0.242049648807892
"152",0.239771275309728
"153",0.237514347766238
"154",0.23527866431018
"155",0.233064024974458
"156",0.23087023167423
"157",0.228697088189197
"158",0.226544400146046
"159",0.224411975001072
"160",0.222299622022949
"161",0.220207152275674
"162",0.21813437860167
"163",0.21608111560504
"164",0.21404717963499
"165",0.212032388769402
"166",0.210036562798557
"167",0.208059523209024
"168",0.206101093167689
"169",0.204161097505937
"170",0.202239362703989
"171",0.200335716875376
"172",0.198449989751571
"173",0.196582012666755
"174",0.194731618542733
"175",0.19289864187399
"176",0.191082918712886
"177",0.189284286654995
"178",0.187502584824575
"179",0.185737653860181
"180",0.183989335900414
"181",0.182257474569795
"182",0.180541914964784
"183",0.178842503639919
"184",0.1771590885941
"185",0.175491519256984
"186",0.173839646475525
"187",0.172203322500627
"188",0.170582400973934
"189",0.168976736914736
"190",0.167386186707005
"191",0.165810608086543
"192",0.164249860128265
"193",0.162703803233589
"194",0.161172299117952
"195",0.159655210798439
"196",0.158152402581537
"197",0.156663740050988
"198",0.155189090055777
"199",0.153728320698215
"200",0.152281301322144
"201",0.150847902501253
"202",0.149427996027498
"203",0.148021454899637
"204",0.146628153311868
"205",0.14524796664258
"206",0.143880771443204
"207",0.142526445427174
"208",0.141184867458984
"209",0.139855917543359
"210",0.138539476814518
"211",0.137235427525547
"212",0.135943653037861
"213",0.134664037810777
"214",0.133396467391175
"215",0.132140828403267
"216",0.130897008538449
